종목코드,종목명,섹터,날짜
005490,POSCO,철강,20220308
004020,현대제철,철강,20220308
001230,동국제강,철강,20220308
016380,KG동부제철,철강,20220308
084010,대한제강,철강,20220308
151860,KG ETS,철강,20220308
001430,세아베스틸,철강,20220308
139990,아주스틸,철강,20220308
004890,동일산업,철강,20220308
003030,세아제강지주,철강,20220308
104700,한국철강,철강,20220308
002240,고려제강,철강,20220308
100130,동국S&C,철강,20220308
009520,포스코엠텍,철강,20220308
306200,세아제강,철강,20220308
002710,TCC스틸,철강,20220308
008970,동양철관,철강,20220308
001940,KISCO홀딩스,철강,20220308
000970,한국주철관,철강,20220308
025550,한국선재,철강,20220308
005160,동국산업,철강,20220308
005010,휴스틸,철강,20220308
007280,한국특강,철강,20220308
039240,경남스틸,철강,20220308
008260,NI스틸,철강,20220308
008420,문배철강,철강,20220308
023440,제일제강,철강,20220308
032860,휴먼엔,철강,20220308
133820,화인베스틸,철강,20220308
058650,세아홀딩스,철강,20220308
001080,만호제강,철강,20220308
120030,조선선재,철강,20220308
048470,대동스틸,철강,20220308
026940,부국철강,철강,20220308
017480,삼현철강,철강,20220308
019440,세아특수강,철강,20220308
002220,한일철강,철강,20220308
021040,대호특수강,철강,20220308
263770,유에스티,철강,20220308
053260,금강철강,철강,20220308
012620,원일특강,철강,20220308
071090,하이스틸,철강,20220308
012160,영흥,철강,20220308
060380,동양에스텍,철강,20220308
069730,DSR제강,철강,20220308
002690,동일제강,철강,20220308
140520,대창스틸,철강,20220308
000590,CS홀딩스,철강,20220308
025890,한국주강,철강,20220308
023790,동일철강,철강,20220308
001770,SHD,철강,20220308
026910,광진실업,철강,20220308
028050,삼성엔지니어링,건설,20220308
000720,현대건설,건설,20220308
006360,GS건설,건설,20220308
375500,DL이앤씨,건설,20220308
002380,KCC,건설,20220308
047040,대우건설,건설,20220308
003410,쌍용C&E,건설,20220308
009240,한샘,건설,20220308
010780,아이에스동서,건설,20220308
363280,티와이홀딩스,건설,20220308
294870,HDC현대산업개발,건설,20220308
013890,지누스,건설,20220308
344820,KCC글라스,건설,20220308
300720,한일시멘트,건설,20220308
108670,LX하우시스,건설,20220308
001470,삼부토건,건설,20220308
012630,HDC,건설,20220308
004980,성신양회,건설,20220308
183190,아세아시멘트,건설,20220308
025900,동화기업,건설,20220308
001880,DL건설,건설,20220308
023410,유진기업,건설,20220308
002990,금호건설,건설,20220308
013120,동원개발,건설,20220308
038500,삼표시멘트,건설,20220308
094820,일진파워,건설,20220308
013580,계룡건설,건설,20220308
001520,동양,건설,20220308
035890,서희건설,건설,20220308
079430,현대리바트,건설,20220308
002780,진흥기업,건설,20220308
011370,서한,건설,20220308
007210,벽산,건설,20220308
045100,한양이엔지,건설,20220308
002460,화성산업,건설,20220308
026150,특수건설,건설,20220308
003300,한일홀딩스,건설,20220308
028100,동아지질,건설,20220308
004960,한신공영,건설,20220308
000390,삼화페인트,건설,20220308
014280,금강공업,건설,20220308
002150,도화엔지니어링,건설,20220308
016800,퍼시스,건설,20220308
003070,코오롱글로벌,건설,20220308
005960,동부건설,건설,20220308
009410,태영건설,건설,20220308
036190,금화피에스시,건설,20220308
018310,삼목에스폼,건설,20220308
109610,에스와이,건설,20220308
097230,HJ중공업,건설,20220308
014790,한라,건설,20220308
090350,노루페인트,건설,20220308
025750,한솔홈데코,건설,20220308
317400,자이에스앤디,건설,20220308
052300,초록뱀컴퍼니,건설,20220308
039570,HDC랩스,건설,20220308
065950,웰크론,건설,20220308
186230,그린플러스,건설,20220308
006390,한일현대시멘트,건설,20220308
007110,일신석재,건설,20220308
053690,한미글로벌,건설,20220308
225530,보광산업,건설,20220308
060560,홈센타홀딩스,건설,20220308
034300,신세계건설,건설,20220308
042940,상지카일룸,건설,20220308
000860,강남제비스코,건설,20220308
008250,이건산업,건설,20220308
010960,삼호개발,건설,20220308
037440,희림,건설,20220308
000910,유니온,건설,20220308
016250,SGC이테크건설,건설,20220308
017000,신원종합개발,건설,20220308
003800,에이스침대,건설,20220308
060370,KT서브마린,건설,20220308
309930,오하임아이엔티,건설,20220308
021320,KCC건설,건설,20220308
011090,에넥스,건설,20220308
066620,국보디자인,건설,20220308
001840,이화공영,건설,20220308
013360,일성건설,건설,20220308
005750,대림B&Co,건설,20220308
002410,범양건영,건설,20220308
013700,까뮤이앤씨,건설,20220308
004440,삼일씨엔에스,건설,20220308
198440,고려시멘트,건설,20220308
255220,SG,건설,20220308
090410,덕신하우징,건설,20220308
000320,노루홀딩스,건설,20220308
046940,우원개발,건설,20220308
171120,라이온켐텍,건설,20220308
058730,다스코,건설,20220308
006050,국영지앤엠,건설,20220308
037350,성도이엔지,건설,20220308
022220,정산애강,건설,20220308
001260,남광토건,건설,20220308
025950,동신건설,건설,20220308
039020,이건홀딩스,건설,20220308
011390,부산산업,건설,20220308
004910,조광페인트,건설,20220308
076080,웰크론한텍,건설,20220308
226360,KH E&T,건설,20220308
091590,남화토건,건설,20220308
228340,동양파일,건설,20220308
023960,에쓰씨엔지니어링,건설,20220308
006920,모헨즈,건설,20220308
038010,제일테크노스,건설,20220308
002290,삼일기업공사,건설,20220308
011560,세보엠이씨,건설,20220308
051980,중앙디앤엠,건설,20220308
035200,프럼파스트,건설,20220308
023350,한국종합기술,건설,20220308
134790,시디즈,건설,20220308
054930,유신,건설,20220308
071950,코아스,건설,20220308
044180,KD,건설,20220308
060260,뉴보텍,건설,20220308
007680,대원,건설,20220308
101670,코리아에스이,건설,20220308
192390,윈하이텍,건설,20220308
079650,서산,건설,20220308
010400,우진아이엔에스,건설,20220308
079000,와토스코리아,건설,20220308
073190,듀오백,건설,20220308
006570,대림통상,건설,20220308
034020,두산중공업,기계,20220308
241560,두산밥캣,기계,20220308
064350,현대로템,기계,20220308
017800,현대엘리베이,기계,20220308
112610,씨에스윈드,기계,20220308
006260,LS,기계,20220308
042670,현대두산인프라코어,기계,20220308
010120,LS ELECTRIC,기계,20220308
056190,에스에프에이,기계,20220308
001440,대한전선,기계,20220308
267260,현대일렉트릭,기계,20220308
267270,현대건설기계,기계,20220308
018000,유니슨,기계,20220308
006910,보성파워텍,기계,20220308
298040,효성중공업,기계,20220308
282880,코윈테크,기계,20220308
007460,에이프로젠 MED,기계,20220308
074610,이엔플러스,기계,20220308
019210,와이지-원,기계,20220308
009160,SIMPAC,기계,20220308
002900,TYM,기계,20220308
000490,대동,기계,20220308
023160,태광,기계,20220308
104460,디와이피엔에프,기계,20220308
090360,로보스타,기계,20220308
013030,하이록코리아,기계,20220308
014620,성광벤드,기계,20220308
060310,3S,기계,20220308
090710,휴림로봇,기계,20220308
073640,테라사이언스,기계,20220308
095190,이엠코리아,기계,20220308
277810,레인보우로보틱스,기계,20220308
013570,디와이,기계,20220308
105840,우진,기계,20220308
010170,대한광통신,기계,20220308
011700,한신기계,기계,20220308
126880,제이엔케이히터,기계,20220308
126340,비나텍,기계,20220308
043220,에이치엘비파워,기계,20220308
036890,진성티이씨,기계,20220308
277880,티에스아이,기계,20220308
019990,에너토크,기계,20220308
014200,광림,기계,20220308
210540,디와이파워,기계,20220308
051490,나라엠앤디,기계,20220308
007820,에스엠코어,기계,20220308
053590,한국테크놀로지,기계,20220308
042370,비츠로테크,기계,20220308
015860,일진홀딩스,기계,20220308
071670,에이테크솔루션,기계,20220308
297090,씨에스베어링,기계,20220308
006340,대원전선,기계,20220308
024810,이화전기,기계,20220308
004380,삼익THK,기계,20220308
140670,알에스오토메이션,기계,20220308
089140,넥스턴바이오,기계,20220308
044060,조광ILI,기계,20220308
103590,일진전기,기계,20220308
229640,LS전선아시아,기계,20220308
036560,영풍정밀,기계,20220308
017040,광명전기,기계,20220308
119650,KC코트렐,기계,20220308
053080,원방테크,기계,20220308
096350,대창솔루션,기계,20220308
017550,수산중공업,기계,20220308
015230,대창단조,기계,20220308
085310,엔케이,기계,20220308
084180,수성이노베이션,기계,20220308
105740,디케이락,기계,20220308
109860,동일금속,기계,20220308
049800,우진플라임,기계,20220308
119850,지엔씨에너지,기계,20220308
049430,코메론,기계,20220308
033540,파라텍,기계,20220308
189860,서전기전,기계,20220308
033100,제룡전기,기계,20220308
000500,가온전선,기계,20220308
003010,혜인,기계,20220308
083650,비에이치아이,기계,20220308
119500,포메탈,기계,20220308
015590,큐로,기계,20220308
009440,KC그린홀딩스,기계,20220308
086670,비엠티,기계,20220308
024880,케이피에프,기계,20220308
100840,SNT에너지,기계,20220308
024840,KBI메탈,기계,20220308
099440,스맥,기계,20220308
199820,제일전기공업,기계,20220308
017510,세명전기,기계,20220308
159010,아스플로,기계,20220308
050860,아세아텍,기계,20220308
041440,현대에버다임,기계,20220308
092440,기신정기,기계,20220308
147830,제룡산업,기계,20220308
000850,화천기공,기계,20220308
007610,선도전기,기계,20220308
010240,흥국,기계,20220308
008470,부스타,기계,20220308
039610,화성밸브,기계,20220308
044780,에이치케이,기계,20220308
101170,우림피티에스,기계,20220308
010660,화천기계,기계,20220308
138070,신진에스엠,기계,20220308
048770,TPC,기계,20220308
317850,대모,기계,20220308
043340,에쎈테크,기계,20220308
008830,대동기어,기계,20220308
237750,피앤씨테크,기계,20220308
100660,서암기계공업,기계,20220308
254120,자비스,기계,20220308
053160,프리엠스,기계,20220308
317830,에스피시스템스,기계,20220308
059270,해성티피씨,기계,20220308
009540,한국조선해양,조선,20220308
010140,삼성중공업,조선,20220308
028300,HLB,조선,20220308
010620,현대미포조선,조선,20220308
329180,현대중공업,조선,20220308
042660,대우조선해양,조선,20220308
100090,삼강엠앤티,조선,20220308
017960,한국카본,조선,20220308
082740,HSD엔진,조선,20220308
075580,세진중공업,조선,20220308
064820,케이프,조선,20220308
014940,오리엔탈정공,조선,20220308
101930,인화정공,조선,20220308
054180,메디콕스,조선,20220308
077970,STX엔진,조선,20220308
108380,대양전기공업,조선,20220308
065570,삼영이엔씨,조선,20220308
071970,STX중공업,조선,20220308
054540,삼영엠텍,조선,20220308
092460,한라IMS,조선,20220308
099410,동방선기,조선,20220308
101000,상상인인더스트리,조선,20220308
073010,케이에스피,조선,20220308
333430,일승,조선,20220308
028260,삼성물산,"상사,자본재",20220308
034730,SK,"상사,자본재",20220308
003550,LG,"상사,자본재",20220308
047810,한국항공우주,"상사,자본재",20220308
012450,한화에어로스페이스,"상사,자본재",20220308
012750,에스원,"상사,자본재",20220308
001040,CJ,"상사,자본재",20220308
272210,한화시스템,"상사,자본재",20220308
047050,포스코인터내셔널,"상사,자본재",20220308
001120,LX인터내셔널,"상사,자본재",20220308
079550,LIG넥스원,"상사,자본재",20220308
004800,효성,"상사,자본재",20220308
030190,NICE평가정보,"상사,자본재",20220308
000150,두산,"상사,자본재",20220308
001740,SK네트웍스,"상사,자본재",20220308
383800,LX홀딩스,"상사,자본재",20220308
034310,NICE,"상사,자본재",20220308
099320,쎄트렉아이,"상사,자본재",20220308
060150,인선이엔티,"상사,자본재",20220308
143240,사람인에이치알,"상사,자본재",20220308
122900,아이마켓코리아,"상사,자본재",20220308
002020,코오롱,"상사,자본재",20220308
090850,현대이지웰,"상사,자본재",20220308
029960,코엔텍,"상사,자본재",20220308
036800,나이스정보통신,"상사,자본재",20220308
011760,현대코퍼레이션,"상사,자본재",20220308
067390,아스트,"상사,자본재",20220308
377450,리파인,"상사,자본재",20220308
065450,빅텍,"상사,자본재",20220308
361390,제노코,"상사,자본재",20220308
072520,제넨바이오,"상사,자본재",20220308
010820,퍼스텍,"상사,자본재",20220308
043910,자연과환경,"상사,자본재",20220308
016880,웅진,"상사,자본재",20220308
130580,나이스디앤비,"상사,자본재",20220308
001250,GS글로벌,"상사,자본재",20220308
215090,휴센텍,"상사,자본재",20220308
274090,켄코아에어로스페이스,"상사,자본재",20220308
034950,한국기업평가,"상사,자본재",20220308
005870,휴니드,"상사,자본재",20220308
214430,아이쓰리시스템,"상사,자본재",20220308
092130,이크레더블,"상사,자본재",20220308
230980,에이트원,"상사,자본재",20220308
058850,KTcs,"상사,자본재",20220308
094280,효성ITX,"상사,자본재",20220308
049720,고려신용정보,"상사,자본재",20220308
058860,KTis,"상사,자본재",20220308
036120,SCI평가정보,"상사,자본재",20220308
221840,하이즈항공,"상사,자본재",20220308
069140,누리플랜,"상사,자본재",20220308
033050,제이엠아이,"상사,자본재",20220308
011810,STX,"상사,자본재",20220308
030960,양지사,"상사,자본재",20220308
011200,HMM,운송,20220308
003490,대한항공,운송,20220308
086280,현대글로비스,운송,20220308
180640,한진칼,운송,20220308
028670,팬오션,운송,20220308
000120,CJ대한통운,운송,20220308
020560,아시아나항공,운송,20220308
003280,흥아해운,운송,20220308
089860,롯데렌탈,운송,20220308
005880,대한해운,운송,20220308
319400,현대무벡스,운송,20220308
272450,진에어,운송,20220308
002320,한진,운송,20220308
089590,제주항공,운송,20220308
298690,에어부산,운송,20220308
091810,티웨이항공,운송,20220308
003100,선광,운송,20220308
044450,KSS해운,운송,20220308
009070,KCTC,운송,20220308
004140,동방,운송,20220308
067900,와이엔텍,운송,20220308
004360,세방,운송,20220308
068400,SK렌터카,운송,20220308
001140,국보,운송,20220308
124560,태웅로직스,운송,20220308
000700,유수홀딩스,운송,20220308
095570,AJ네트웍스,운송,20220308
009180,한솔로지스틱스,운송,20220308
005430,한국공항,운송,20220308
038390,레드캡투어,운송,20220308
040610,SG&G,운송,20220308
024800,유성티엔에스,운송,20220308
014130,한익스프레스,운송,20220308
129260,인터지스,운송,20220308
045340,토탈소프트,운송,20220308
004870,티웨이홀딩스,운송,20220308
032280,삼일,운송,20220308
084670,동양고속,운송,20220308
036000,예림당,운송,20220308
000650,천일고속,운송,20220308
005380,현대차,자동차,20220308
000270,기아,자동차,20220308
012330,현대모비스,자동차,20220308
161390,한국타이어앤테크놀로지,자동차,20220308
018880,한온시스템,자동차,20220308
204320,만도,자동차,20220308
011210,현대위아,자동차,20220308
004490,세방전지,자동차,20220308
009900,명신산업,자동차,20220308
271940,일진하이솔루스,자동차,20220308
025540,한국단자,자동차,20220308
136510,에디슨EV,자동차,20220308
005850,에스엘,자동차,20220308
064960,SNT모티브,자동차,20220308
073240,금호타이어,자동차,20220308
000240,한국앤컴퍼니,자동차,20220308
060980,한라홀딩스,자동차,20220308
038880,아이에이,자동차,20220308
007340,디티알오토모티브,자동차,20220308
214330,금호에이치티,자동차,20220308
015750,성우하이텍,자동차,20220308
002350,넥센타이어,자동차,20220308
123040,엠에스오토텍,자동차,20220308
088290,이원컴포텍,자동차,20220308
105550,트루윈,자동차,20220308
126600,코프라,자동차,20220308
000430,대원강업,자동차,20220308
066590,우수AMS,자동차,20220308
033530,세종공업,자동차,20220308
013720,CBI,자동차,20220308
118990,모트렉스,자동차,20220308
122350,삼기,자동차,20220308
007860,서연,자동차,20220308
023800,인지컨트롤스,자동차,20220308
092200,디아이씨,자동차,20220308
010690,화신,자동차,20220308
215360,우리산업,자동차,20220308
353590,오토앤,자동차,20220308
265560,영화테크,자동차,20220308
005720,넥센,자동차,20220308
003570,SNT중공업,자동차,20220308
036530,SNT홀딩스,자동차,20220308
234100,세원,자동차,20220308
043370,피에이치에이,자동차,20220308
041930,동아화성,자동차,20220308
105330,케이엔더블유,자동차,20220308
045520,크린앤사이언스,자동차,20220308
009680,모토닉,자동차,20220308
000300,대유플러스,자동차,20220308
200880,서연이화,자동차,20220308
012860,모베이스전자,자동차,20220308
308170,센트랄모텍,자동차,20220308
241690,유니테크노,자동차,20220308
089470,HDC현대EP,자동차,20220308
047400,유니온머티리얼,자동차,20220308
067570,엔브이에이치코리아,자동차,20220308
013310,아진산업,자동차,20220308
024740,한일단조,자동차,20220308
012200,계양전기,자동차,20220308
009320,대우부품,자동차,20220308
002880,대유에이텍,자동차,20220308
104040,대성파인텍,자동차,20220308
011320,유니크,자동차,20220308
024900,덕양산업,자동차,20220308
006660,삼성공조,자동차,20220308
053700,삼보모터스,자동차,20220308
282690,동아타이어,자동차,20220308
024910,경창산업,자동차,20220308
123410,코리아에프티,자동차,20220308
016740,두올,자동차,20220308
038110,에코플라스틱,자동차,20220308
023810,인팩,자동차,20220308
170030,현대공업,자동차,20220308
010100,한국프랜지,자동차,20220308
012280,영화금속,자동차,20220308
005710,대원산업,자동차,20220308
101330,모베이스,자동차,20220308
023000,삼원강재,자동차,20220308
021820,세원정공,자동차,20220308
013520,화승코퍼레이션,자동차,20220308
130500,GH신소재,자동차,20220308
013870,지엠비코리아,자동차,20220308
007530,영신금속,자동차,20220308
031510,오스템,자동차,20220308
019180,티에이치엔,자동차,20220308
054300,팬스타엔터프라이즈,자동차,20220308
075180,새론오토모티브,자동차,20220308
126640,화신정공,자동차,20220308
378850,화승알앤에이,자동차,20220308
065500,오리엔트정공,자동차,20220308
071850,캐스텍코리아,자동차,20220308
002920,유성기업,자동차,20220308
025440,대성엘텍,자동차,20220308
000040,KR모터스,자동차,20220308
143210,핸즈코퍼레이션,자동차,20220308
090150,아이윈,자동차,20220308
021650,한국큐빅,자동차,20220308
085910,네오티스,자동차,20220308
001620,케이비아이동국실업,자동차,20220308
041650,상신브레이크,자동차,20220308
048430,유라테크,자동차,20220308
128540,에코캡,자동차,20220308
053270,구영테크,자동차,20220308
090080,평화산업,자동차,20220308
123700,SJM,자동차,20220308
017370,우신시스템,자동차,20220308
154040,솔루에타,자동차,20220308
310870,디와이씨,자동차,20220308
001380,SG글로벌,자동차,20220308
092780,동양피스톤,자동차,20220308
019770,서연탑메탈,자동차,20220308
018500,동원금속,자동차,20220308
163560,동일고무벨트,자동차,20220308
004840,DRB동일,자동차,20220308
004100,태양금속,자동차,20220308
080470,성창오토텍,자동차,20220308
093380,풍강,자동차,20220308
005030,부산주공,자동차,20220308
010770,평화홀딩스,자동차,20220308
212560,네오오토,자동차,20220308
145210,다이나믹디자인,자동차,20220308
019540,일지테크,자동차,20220308
130740,티피씨글로벌,자동차,20220308
001420,태원물산,자동차,20220308
024120,KB오토시스,자동차,20220308
033250,체시스,자동차,20220308
161570,THE MIDONG,자동차,20220308
072470,우리산업홀딩스,자동차,20220308
113810,디젠스,자동차,20220308
290120,대유에이피,자동차,20220308
025530,SJM홀딩스,자동차,20220308
053060,세동,자동차,20220308
008500,일정실업,자동차,20220308
020400,대동금속,자동차,20220308
051900,LG생활건강,"화장품,의류",20220308
090430,아모레퍼시픽,"화장품,의류",20220308
021240,코웨이,"화장품,의류",20220308
383220,F&F,"화장품,의류",20220308
081660,휠라홀딩스,"화장품,의류",20220308
002790,아모레G,"화장품,의류",20220308
298020,효성티앤씨,"화장품,의류",20220308
048410,현대바이오,"화장품,의류",20220308
111770,영원무역,"화장품,의류",20220308
161890,한국콜마,"화장품,의류",20220308
192820,코스맥스,"화장품,의류",20220308
020000,한섬,"화장품,의류",20220308
007700,F&F홀딩스,"화장품,의류",20220308
005440,현대그린푸드,"화장품,의류",20220308
031430,신세계인터내셔날,"화장품,의류",20220308
001530,DI동일,"화장품,의류",20220308
105630,한세실업,"화장품,의류",20220308
009450,경동나비엔,"화장품,의류",20220308
093050,LF,"화장품,의류",20220308
298540,더네이쳐홀딩스,"화장품,의류",20220308
241590,화승엔터프라이즈,"화장품,의류",20220308
110790,크리스에프앤씨,"화장품,의류",20220308
009970,영원무역홀딩스,"화장품,의류",20220308
065350,신성델타테크,"화장품,의류",20220308
284740,쿠쿠홈시스,"화장품,의류",20220308
024720,한국콜마홀딩스,"화장품,의류",20220308
214260,라파스,"화장품,의류",20220308
006060,화승인더,"화장품,의류",20220308
033290,코웰패션,"화장품,의류",20220308
005390,신성통상,"화장품,의류",20220308
052260,현대바이오랜드,"화장품,의류",20220308
121440,골프존뉴딘홀딩스,"화장품,의류",20220308
000050,경방,"화장품,의류",20220308
018250,애경산업,"화장품,의류",20220308
270660,에브리봇,"화장품,의류",20220308
044340,위닉스,"화장품,의류",20220308
018290,브이티지엠피,"화장품,의류",20220308
102280,쌍방울,"화장품,의류",20220308
004250,NPC,"화장품,의류",20220308
002700,신일전자,"화장품,의류",20220308
003200,일신방직,"화장품,의류",20220308
244460,올리패스,"화장품,의류",20220308
337930,브랜드엑스코퍼레이션,"화장품,의류",20220308
092730,네오팜,"화장품,의류",20220308
001070,대한방직,"화장품,의류",20220308
064800,젬백스링크,"화장품,의류",20220308
237880,클리오,"화장품,의류",20220308
194370,제이에스코퍼레이션,"화장품,의류",20220308
192400,쿠쿠홀딩스,"화장품,의류",20220308
005320,국동,"화장품,의류",20220308
004830,덕성,"화장품,의류",20220308
037070,파세코,"화장품,의류",20220308
067170,오텍,"화장품,의류",20220308
035150,백산,"화장품,의류",20220308
001460,BYC,"화장품,의류",20220308
009270,신원,"화장품,의류",20220308
306040,에스제이그룹,"화장품,의류",20220308
101140,인바이오젠,"화장품,의류",20220308
079980,휴비스,"화장품,의류",20220308
068290,삼성출판사,"화장품,의류",20220308
042600,새로닉스,"화장품,의류",20220308
241710,코스메카코리아,"화장품,의류",20220308
